DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,DRILLDOWN: Drilldown level,UNIT_ID: Unit identifier,INDICATOR: Indicator,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment,FACNAME: Facility name,FACTYPE: Facility type,LATITUDE: Latitude,LONGITUDE: Longitude,HEALTHSTAFF: Health staff,DOCTORS: Doctors,MIDW: Midwives,NURSES: Nurses,NURSEAIDS: Nurse aides,PHARMAOT: Pharmacy officer techician,PHARMACIST: Pharmacist,MICROSCOPIST: Microscopist,OTHERHS: Other health staff,CATCHPOP: Catchment population,VACC: Vaccination,NEWBORN: Newborn care,STI: STI treatment,TB: Tuberculosis treatment,MALARIA: Malaria treatment,XRAY: X-ray machine,BEDS: Inpatient beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000613: ID000613,NFAC: Number of facilities,1,N: units,,,,,Ambeo,Aid post,-8.6715721,160.9890353,0,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000643: ID000643,NFAC: Number of facilities,1,N: units,,,,,Kilu'ufi,Hospital,-8.74357063,160.690478,58,5,5,20,11,4,1,3,9,60000,Daily,Yes,Yes,Yes,Yes,Yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000660: ID000660,NFAC: Number of facilities,1,N: units,,,,,Nafinua,area health centre,-8.75505434,160.9059936,10,0,1,4,1,0,0,1,3,3000,Weekly,Yes,Yes,No,Yes,No,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000677: ID000677,NFAC: Number of facilities,1,N: units,,,,,Sa'a,Clinic,-9.6915073,161.5786,1,0,0,0,1,0,0,0,0,2300,Weekly,Yes,Yes,Yes,Yes,No,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000681: ID000681,NFAC: Number of facilities,1,N: units,,,,,Sinamauri,Clinic,-8.96086248,160.7802607,4,,,2,1,,,1,,5000,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000656: ID000656,NFAC: Number of facilities,1,N: units,,,,,Maoa,Clinic,-9.06857461,160.8070059,2,,1,1,,,,,,3000,Weekly,Yes,Yes,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000673: ID000673,NFAC: Number of facilities,1,N: units,,,,,Rafufu,Aid post,-8.91748062,160.7670868,2,,,1,1,,,,,3000,Weekly,Yes,Yes,No,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000690: ID000690,NFAC: Number of facilities,1,N: units,,,,,Tatali,Aid post,-8.73357945,160.925509,1,0,0,0,1,0,0,0,0,600,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000694: ID000694,NFAC: Number of facilities,1,N: units,,,,,Uhu,Aid post,-9.51811692,161.2905845,2,0,0,1,1,0,0,0,0,1016,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000618: ID000618,NFAC: Number of facilities,1,N: units,,,,,Ata'a,Clinic,-8.5398385,160.9173158,4,0,0,2,2,0,0,0,0,6000,Weekly,Yes,Yes,Yes,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000634: ID000634,NFAC: Number of facilities,1,N: units,,,,,Gwaunafou,Aid post,-8.77467234,160.8851266,1,,,,1,,,,,600,As required,No,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000639: ID000639,NFAC: Number of facilities,1,N: units,,,,,Honoa,Aid post,-9.17601383,161.2374251,2,,,2,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000655: ID000655,NFAC: Number of facilities,1,N: units,,,,,Manawai,Clinic,-9.09438626,161.1693253,1,,,1,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000669: ID000669,NFAC: Number of facilities,1,N: units,,,,,Ote'ote,Aid post,-9.6138874,161.5473487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000689: ID000689,NFAC: Number of facilities,1,N: units,,,,,Tarapaina,Clinic,-9.42141208,161.3783905,4,1,,2,1,0,0,0,0,2750,Weekly,Yes,Yes,No,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000626: ID000626,NFAC: Number of facilities,1,N: units,,,,,Dala,Aid post,-8.59870861,160.6776503,2,0,0,1,1,0,0,0,0,3000,Weekly,Yes,No,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000668: ID000668,NFAC: Number of facilities,1,N: units,,,,,Ota,Aid post,-9.63353309,161.4807441,1,0,0,0,1,0,0,0,0,1400,Weekly,Yes,Yes,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000682: ID000682,NFAC: Number of facilities,1,N: units,,,,,Sinaragu,Rural health clinic,-8.91638623,161.0694577,1,,,,1,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000627: ID000627,NFAC: Number of facilities,1,N: units,,,,,Darione,Aid post,-8.71851637,160.8670948,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000629: ID000629,NFAC: Number of facilities,1,N: units,,,,,Fo'ondo,Clinic,-8.46017928,160.6512988,2,0,0,1,1,0,0,0,0,4000,Weekly,Yes,Yes,No,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000644: ID000644,NFAC: Number of facilities,1,N: units,,,,,Kiu,Aid post,-9.29082362,161.0282403,2,0,0,1,1,0,0,0,0,2800,Weekly,Yes,Yes,Yes,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000646: ID000646,NFAC: Number of facilities,1,N: units,,,,,Kwailabesi,Clinic,-8.35911676,160.7745234,3,0,1,1,0,0,0,1,0,2000,Weekly,Yes,Yes,No,Yes,No,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000614: ID000614,NFAC: Number of facilities,1,N: units,,,,,Anomasu,Aid post,-8.69645594,160.8273006,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000631: ID000631,NFAC: Number of facilities,1,N: units,,,,,Gwaifai,Aid post,-8.8463355,160.7546014,1,,,1,,,,,,1492,Weekly,No,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000642: ID000642,NFAC: Number of facilities,1,N: units,,,,,Kibakosi (A'arai),Aid post,-8.79946786,160.931709,2,0,0,1,1,0,0,0,0,2000,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000659: ID000659,NFAC: Number of facilities,1,N: units,,,,,Muki,Aid post,-9.05571685,161.1792599,0,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000684: ID000684,NFAC: Number of facilities,1,N: units,,,,,Su'u School,Aid post,-9.166291667,160.924325,0,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000615: ID000615,NFAC: Number of facilities,1,N: units,,,,,Apuapu,Aid post,-9.1656169,161.119015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000670: ID000670,NFAC: Number of facilities,1,N: units,,,,,Pelau (Ontong Java Atoll),Rural health clinic,-5.09666599,159.4009337,1,0,0,0,1,0,0,0,0,2000,Weekly,No,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000671: ID000671,NFAC: Number of facilities,1,N: units,,,,,Pipisu,Aid post,-9.4254089,161.2200864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000686: ID000686,NFAC: Number of facilities,1,N: units,,,,,Takwa,Clinic,-8.36941898,160.7923706,2,0,0,0,2,0,0,0,0,4000,Weekly,No,Yes,No,Yes,No,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000616: ID000616,NFAC: Number of facilities,1,N: units,,,,,Arao,Aid post,-8.49500565,160.6785499,2,0,0,0,2,0,0,0,0,2300,Weekly,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000630: ID000630,NFAC: Number of facilities,1,N: units,,,,,Gwaiau,Aid post,-8.4050394,160.6425423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000657: ID000657,NFAC: Number of facilities,1,N: units,,,,,Mauropaina,Aid post,-9.14313922,161.1959252,1,,,,1,,,,,500,As required,No,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000658: ID000658,NFAC: Number of facilities,1,N: units,,,,,Moltabi,Aid post,-8.41627772,160.8041519,2,0,0,0,1,0,0,1,0,3000,Monthly,No,No,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000685: ID000685,NFAC: Number of facilities,1,N: units,,,,,Takataka,Clinic,-9.28809616,161.2449157,1,0,0,1,0,0,0,0,0,1200,,Yes,Yes,Yes,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
